Package,LibPath,Version,Priority,License,License_is_FOSS,NeedsCompilation,Built
exact2x2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.6.3,NA,GPL-3,NA,no,3.5.2
exactci,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-3,NA,GPL-3,NA,no,3.5.2
expint,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-5,NA,GPL (>= 2),NA,yes,3.5.0
explainr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1,NA,MIT + file LICENSE,NA,NA,3.2.4
expm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.999-3,NA,GPL (>= 2),NA,yes,3.5.1
extracat,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.7-6,NA,GPL (>= 2),NA,yes,3.5.0
extrafont,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.17,NA,GPL-2,NA,no,3.5.0
extrafontdb,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,GPL-2,NA,NA,3.5.0
FactoMineR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.41,NA,GPL (>= 2),NA,no,3.5.0
fakeR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,CC0,NA,no,3.5.0
fansi,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.0,NA,GPL (>= 2),NA,yes,3.5.0
faraway,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.7,NA,GPL,NA,no,3.5.0
farver,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.0,NA,MIT + file LICENSE,NA,yes,3.5.0
fastmatch,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-0,NA,GPL-2,NA,yes,3.5.0
fastTextR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,BSD_3_clause + file LICENSE,NA,yes,3.5.0
fBasics,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3042.89,NA,GPL (>= 2),NA,yes,3.5.0
FD,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-12,NA,GPL-2,NA,yes,3.5.0
fdrtool,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.15,NA,GPL (>= 3),NA,yes,3.5.0
feather,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.1,NA,Apache License 2.0,NA,yes,3.5.0
feature,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.13,NA,GPL-2 | GPL-3,NA,no,3.5.0
features,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2015.12-1,NA,GPL (>= 2),NA,no,3.5.0
ff,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.2-14,NA,GPL-2 | file LICENSE,NA,yes,3.5.0
fftwtools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-8,NA,GPL (>= 2),NA,yes,3.5.0
fields,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,9.6,NA,GPL (>= 2),NA,yes,3.5.0
fit.models,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5-14,NA,GPL,NA,no,3.5.2
flashClust,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.01-2,NA,GPL (>= 2),NA,NA,3.5.0
flexdashboard,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.1.1,NA,MIT + file LICENSE,NA,no,3.5.0
flexmix,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3-14,NA,GPL (>= 2),NA,no,3.5.0
flextable,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.6,NA,GPL-3,NA,no,3.5.1
FNN,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.2.2,NA,GPL (>= 2),NA,yes,3.5.0
forcats,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,GPL-3,NA,no,3.5.0
foreach,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.4,NA,Apache License (== 2.0),NA,no,3.5.0
forecast,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,8.4,NA,GPL-3,NA,yes,3.5.0
foreign,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8-71,recommended,GPL (>= 2),NA,yes,3.5.0
forge,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,Apache License (>= 2.0),NA,no,3.5.1
formatR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5,NA,GPL,NA,no,3.5.0
Formula,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-3,NA,GPL-2 | GPL-3,NA,no,3.5.0
fortunes,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5-4,NA,GPL-2 | GPL-3,NA,no,3.5.0
fpc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1-11.1,NA,GPL,NA,no,3.5.0
fracdiff,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4-2,NA,GPL (>= 2),NA,NA,3.5.0
fs,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.6,NA,GPL-3,NA,yes,3.5.1
functional,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6,NA,GPL (>= 2),NA,no,3.5.0
furniture,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.8.7,NA,GPL-3,NA,no,3.5.1
furrr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,LGPL (>= 2.1),NA,no,3.5.0
future,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.10.0,NA,LGPL (>= 2.1),NA,no,3.5.0
fuzzyjoin,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.4,NA,MIT + file LICENSE,NA,no,3.5.0
GAMBoost,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-3,NA,GPL (>= 2),NA,yes,3.5.0
gapminder,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,CC0,NA,no,3.5.0
gargle,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.0.9000,NA,MIT + file LICENSE,NA,NA,3.5.0
gbm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1.4,NA,GPL (>= 2) | file LICENSE,NA,yes,3.5.1
gclus,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.1,NA,GPL (>= 2),NA,NA,3.5.0
gdata,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.18.0,NA,GPL-2,NA,no,3.5.0
gdtools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.7,NA,GPL-3 | file LICENSE,NA,yes,3.5.0
geepack,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-1,NA,GPL (>= 3),NA,yes,3.5.0
gender,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.2,NA,MIT + file LICENSE,NA,no,3.5.0
generics,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.2,NA,GPL-2,NA,no,3.5.1
GenomeInfoDb,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.2,NA,Artistic-2.0,NA,no,3.2.1
geofacet,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.9,NA,MIT + file LICENSE,NA,no,3.5.0
geogrid,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.1,NA,MIT + file LICENSE,NA,yes,3.5.0
geojson,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,MIT + file LICENSE,NA,no,3.5.0
geojsonio,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.0,NA,MIT + file LICENSE,NA,no,3.5.0
geometry,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3-6,NA,GPL (>= 3) + file LICENSE,NA,yes,3.5.0
geonames,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.998,NA,GPL-3,NA,no,3.5.0
geoR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.7-5.2.1,NA,GPL (>= 2),NA,yes,3.5.0
geoRglm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-11,NA,GPL (>= 2),NA,yes,3.5.0
geosphere,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5-7,NA,GPL (>= 3),NA,yes,3.5.0
GGally,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.0,NA,GPL (>= 2.0),NA,no,3.5.0
gganimate,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.9.9999,NA,MIT + file LICENSE,NA,NA,3.5.0
ggbeeswarm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.0,NA,GPL (>= 2),NA,no,3.5.0
ggcorrplot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.2,NA,GPL-2,NA,no,3.5.0
ggdendro,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-20,NA,GPL-2 | GPL-3,NA,no,3.5.0
ggeffects,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.0,NA,GPL-3,NA,no,3.5.1
ggExtra,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8,NA,MIT + file LICENSE,NA,no,3.5.2
ggforce,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.3,NA,GPL (>= 2),NA,yes,3.5.1
ggformula,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.0,NA,MIT + file LICENSE,NA,no,3.5.0
ggfortify,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.5,NA,GPL-2,NA,no,3.5.0
gghighlight,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,MIT + file LICENSE,NA,no,3.5.1
ggjoy,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.1,NA,GPL-2 | file LICENSE,NA,no,3.5.0
ggm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3,NA,GPL (>= 2),NA,no,3.5.0
ggmap,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.6.1,NA,GPL-2,NA,no,3.5.0
ggplot2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.1.0,NA,GPL-2 | file LICENSE,NA,no,3.5.1
ggpomological,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.2,NA,CC0,NA,NA,3.5.0
ggraph,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.2,NA,GPL-3,NA,yes,3.5.1
ggrepel,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.0,NA,GPL-3 | file LICENSE,NA,yes,3.5.0
ggridges,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.1,NA,GPL-2 | file LICENSE,NA,no,3.5.1
ggsignif,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.0,NA,GPL-3,NA,no,3.5.2
ggstance,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.1,NA,GPL-3,NA,no,3.5.0
ggstatsplot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.7,NA,GPL-3 | file LICENSE,NA,no,3.5.1
ggtech,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1,NA,GPL,NA,NA,3.2.4
ggThemeAssist,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.5,NA,GPL-3,NA,no,3.5.0
ggthemes,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.0.1,NA,GPL-2,NA,no,3.5.1
ggvis,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.4,NA,GPL-2 | file LICENSE,NA,no,3.5.0
gh,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,MIT + file LICENSE,NA,no,3.5.1
ghit,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.18,NA,MIT + file LICENSE,NA,no,3.5.0
gifski,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.6,NA,MIT + file LICENSE,NA,yes,3.5.1
gistr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.2,NA,MIT + file LICENSE,NA,no,3.5.0
git2r,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.23.0,NA,GPL-2,NA,yes,3.5.0
glasso,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.10,NA,GPL-2,NA,yes,3.5.0
glmmTMB,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.2.0,NA,AGPL-3,NA,yes,3.5.0
glmnet,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0-16,NA,GPL-2,NA,yes,3.5.0
globals,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.12.4,NA,LGPL (>= 2.1),NA,no,3.5.1
glue,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.0,NA,MIT + file LICENSE,NA,yes,3.5.0
gmodels,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.18.1,NA,GPL-2,NA,no,3.5.1
gmp,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5-13.2,NA,GPL,NA,yes,3.5.1
gnm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-0,NA,GPL-2 | GPL-3,NA,yes,3.5.2
googleAnalyticsR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.0,NA,MIT + file LICENSE,NA,no,3.5.2
googleAuthR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.0,NA,MIT + file LICENSE,NA,no,3.5.1
googleCloudStorageR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.0,NA,MIT + file LICENSE,NA,no,3.5.0
googledrive,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.2,NA,MIT + file LICENSE,NA,no,3.5.0
googlePolylines,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.2,NA,GPL-3,NA,yes,3.5.1
googlesheets,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,MIT + file LICENSE,NA,no,3.5.0
googleVis,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.3,NA,GPL (>= 2),NA,no,3.5.1
googleway,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.7.1,NA,GPL-3,NA,no,3.5.1
gower,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.2,NA,GPL-3,NA,yes,3.5.0
GPArotation,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2014.11-1,NA,GPL (>= 2) | file LICENSE,NA,no,3.5.2
gplots,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.0.1,NA,GPL-2,NA,no,3.5.0
gridBase,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-7,NA,GPL,NA,no,3.5.0
gridExtra,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3,NA,GPL (>= 2),NA,no,3.5.0
groupedstats,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.4,NA,GPL-3 | file LICENSE,NA,no,3.5.2
gss,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1-9,NA,GPL (>= 2),NA,yes,3.5.0
gstat,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-6,NA,GPL (>= 2.0),NA,yes,3.5.0
gsubfn,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7,NA,GPL (>= 2),NA,no,3.5.0
gtable,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,GPL-2,NA,no,3.5.0
gtfsr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,GPL,NA,NA,3.3.0
gtools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.8.1,NA,GPL-2,NA,yes,3.5.0
gWidgets,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0-54,NA,GPL (>= 2),NA,no,3.5.0
gWidgetsRGtk2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0-86,NA,GPL (>= 2),NA,no,3.5.0
h2o,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.20.0.8,NA,Apache License (== 2.0),NA,no,3.5.2
hash,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.2.6,NA,GPL (>= 2),NA,no,3.5.0
hashr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,GPL-3,NA,yes,3.5.0
haven,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0.0,NA,MIT + file LICENSE,NA,yes,3.5.1
heatmaply,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.15.2,NA,GPL-2 | GPL-3,NA,no,3.5.1
here,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1,NA,GPL-3,NA,no,3.5.0
hexbin,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.27.2,NA,GPL-2,NA,yes,3.5.0
HIBPwned,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.7,NA,MIT + file LICENSE,NA,no,3.5.0
highcharter,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.0,NA,MIT + file LICENSE,NA,no,3.5.0
highlight,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.7.2,NA,GPL (>= 3),NA,yes,3.5.0
highr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7,NA,GPL,NA,no,3.5.0
HistData,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8-4,NA,GPL,NA,no,3.5.0
Hmisc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.1-1,NA,GPL (>= 2),NA,yes,3.5.0
hms,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.2,NA,GPL-3,NA,no,3.5.0
hrbraddins,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.1,NA,MIT + file LICENSE,NA,NA,3.4.0
htmlTable,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.12,NA,GPL (>= 3),NA,no,3.5.0
htmltools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.6,NA,GPL (>= 2),NA,yes,3.5.0
htmlwidgets,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3,NA,MIT + file LICENSE,NA,no,3.5.0
httpcode,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,MIT + file LICENSE,NA,no,3.5.0
httpuv,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.5.1,NA,GPL (>= 2) | file LICENSE,NA,yes,3.5.2
httr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.0,NA,MIT + file LICENSE,NA,no,3.5.0
huge,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.7,NA,GPL-2,NA,yes,3.5.0
humanFormat,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,MIT + file LICENSE,NA,no,3.5.0
hunspell,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.0,NA,GPL-2 | LGPL-2.1 | MPL-1.1,NA,yes,3.5.0
hypergeo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-13,NA,GPL-2,NA,no,3.5.0
igraph,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.2,NA,GPL (>= 2),NA,yes,3.5.1
imguR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.3,NA,GPL-3,NA,no,3.5.0
impute,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.42.0,NA,GPL-2,NA,yes,3.2.0
infer,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.0,NA,CC0,NA,no,3.5.1
ini,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.1,NA,GPL-3,NA,no,3.5.1
inline,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.15,NA,LGPL,NA,no,3.5.0
installr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.21.0,NA,GPL-2,NA,no,3.5.0
intervals,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.15.1,NA,Artistic-2.0,NA,yes,3.5.0
inum,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-0,NA,GPL-2,NA,no,3.5.0
ipred,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-8,NA,GPL (>= 2),NA,yes,3.5.1
IRanges,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.2.7,NA,Artistic-2.0,NA,yes,3.2.1
irlba,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3.2,NA,GPL-3,NA,yes,3.5.0
ISLR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2,NA,GPL-2,NA,no,3.5.0
ISOcodes,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2018.06.29,NA,GPL-2,NA,no,3.5.0
isotone,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-0,NA,GPL-2,NA,yes,3.5.0
iterators,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.10,NA,Apache License (== 2.0),NA,no,3.5.1
itertools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-3,NA,GPL-2,NA,no,3.5.0
janeaustenr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.5,NA,MIT + file LICENSE,NA,no,3.5.0
janitor,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.1,NA,MIT + file LICENSE,NA,no,3.5.1
jcolors,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.3,NA,GPL-2,NA,no,3.5.2
jmv,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.6,NA,GPL (>= 2),NA,no,3.5.2
jmvcore,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.5.2,NA,GPL (>= 2),NA,no,3.5.2
jomo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.6-5,NA,GPL-2,NA,yes,3.5.1
jpeg,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-8,NA,GPL-2 | GPL-3,NA,yes,3.5.0
jqr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.0,NA,MIT + file LICENSE,NA,yes,3.5.0
jsonlite,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.6,NA,MIT + file LICENSE,NA,yes,3.5.0
kableExtra,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.0,NA,MIT + file LICENSE,NA,no,3.5.0
keras,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.2.4,NA,MIT + file LICENSE,NA,no,3.5.1
kergp,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.0,NA,GPL-3,NA,yes,3.5.0
kernlab,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-27,NA,GPL-2,NA,yes,3.5.1
KernSmooth,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.23-15,recommended,Unlimited,NA,yes,3.4.2
kimisc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4,NA,GPL-3,NA,no,3.5.1
kknn,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.1,NA,GPL (>= 2),NA,yes,3.5.0
klaR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6-14,NA,GPL-2,NA,no,3.5.1
knitcitations,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.8,NA,MIT + file LICENSE,NA,no,3.5.0
knitr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.21,NA,GPL,NA,no,3.5.0
ks,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.11.3,NA,GPL-2 | GPL-3,NA,yes,3.5.1
kSamples,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-8,NA,GPL (>= 2),NA,yes,3.5.2
labeling,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3,NA,MIT + file LICENSE | Unlimited,NA,no,3.5.0
labelled,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0.1,NA,GPL-3,NA,no,3.5.0
Lahman,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,6.0-0,NA,GPL,NA,no,3.5.0
lars,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2,NA,GPL-2,NA,yes,3.5.0
later,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.5,NA,GPL (>= 2),NA,yes,3.5.0
lattice,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.20-38,recommended,GPL (>= 2),NA,yes,3.5.1
latticeExtra,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6-28,NA,GPL (>= 2),NA,no,3.5.0
lava,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.6.4,NA,GPL-3,NA,no,3.5.0
lavaan,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6-3,NA,GPL (>= 2),NA,no,3.5.1
lazyeval,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.1,NA,GPL-3,NA,yes,3.5.0
ldatuning,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,BSD_2_clause + file LICENSE,NA,no,3.5.0
leaflet,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0.2,NA,GPL-3,NA,no,3.5.1
leafletR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-0,NA,GPL (>= 2),NA,no,3.5.0
leaps,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.0,NA,GPL (>= 2),NA,yes,3.5.0
LearnBayes,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.15.1,NA,GPL (>= 2),NA,no,3.5.0
lexicon,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.3,NA,GPL-3,NA,no,3.5.1
libcoin,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-2,NA,GPL-2,NA,yes,3.5.0
likert,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.5,NA,GPL,NA,no,3.5.0
limma,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.24.15,NA,GPL (>=2),NA,yes,3.4.1
lintr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.3,NA,MIT + file LICENSE,NA,no,3.5.1
listenv,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.0,NA,LGPL (>= 2.1),NA,no,3.5.0
lme4,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-19,NA,GPL (>= 2),NA,yes,3.5.1
lmerTest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.0-1,NA,GPL (>= 2),NA,no,3.5.0
lmtest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-36,NA,GPL-2 | GPL-3,NA,yes,3.5.0
loa,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.44.2,NA,GPL (>= 2),NA,no,3.5.1
lobstr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,GPL-3,NA,yes,3.5.2
locfit,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5-9.1,NA,GPL (>= 2),NA,yes,3.5.0
lokern,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-8,NA,GPL (>= 2),NA,yes,3.5.0
loo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0.0,NA,GPL (>= 3),NA,no,3.5.0
lpSolve,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,5.6.13,NA,LGPL-2,NA,yes,3.5.0
lsmeans,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.30-0,NA,GPL-2 | GPL-3,NA,no,3.5.1
