Package,LibPath,Version,Priority,License,License_is_FOSS,NeedsCompilation,Built
LSMonteCarlo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,GPL-3,NA,no,3.5.0
ltsa,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.6,NA,GPL (>= 2),NA,yes,3.5.0
lubridate,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.7.4,NA,GPL (>= 2),NA,yes,3.5.0
lvplot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,GPL (>= 2),NA,no,3.5.1
magic,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5-9,NA,GPL-2,NA,no,3.5.1
magick,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0,NA,MIT + file LICENSE,NA,yes,3.5.0
magrittr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5,NA,MIT + file LICENSE,NA,no,3.5.0
manipulate,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,GPL-2,NA,no,3.5.0
manipulateWidget,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.10.0,NA,GPL (>= 2) | file LICENSE,NA,no,3.5.0
mansplainr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1,NA,MIT + file LICENSE,NA,NA,3.2.4
mapdata,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3.0,NA,GPL-2,NA,yes,3.5.0
mapplots,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5.1,NA,GPL (>= 2),NA,no,3.5.0
mapproj,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.6,NA,Lucent Public License,NA,yes,3.5.0
maps,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.3.0,NA,GPL-2,NA,yes,3.5.0
maptools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-4,NA,GPL (>= 2),NA,yes,3.5.0
margins,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.23,NA,MIT + file LICENSE,NA,no,3.5.1
markdown,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9,NA,GPL-2,NA,yes,3.5.0
markmyassignment,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.1,NA,BSD_2_clause + file LICENSE,NA,no,3.5.0
markovchain,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.9.12,NA,GPL-2,NA,yes,3.5.1
marray,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.46.0,NA,LGPL,NA,no,3.4.1
MASS,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,7.3-51.1,recommended,GPL-2 | GPL-3,NA,yes,3.5.1
Matching,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.9-3,NA,GPL-3,NA,yes,3.5.0
MatchIt,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.0.2,NA,GPL (>= 2),NA,no,3.5.0
matlab,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.2,NA,Artistic-2.0,NA,no,3.5.0
Matrix,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-15,recommended,GPL (>= 2) | file LICENCE,NA,yes,3.5.1
matrixcalc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-3,NA,GPL (>= 2),NA,NA,3.5.0
MatrixModels,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-1,NA,GPL (>= 2),NA,no,3.5.0
matrixStats,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.54.0,NA,Artistic-2.0,NA,yes,3.5.0
maxent,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.3.1,NA,GPL-3,NA,yes,3.5.0
maxLik,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-4,NA,GPL (>= 2),NA,no,3.5.0
mboost,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.9-1,NA,GPL-2,NA,yes,3.5.0
mc2d,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-18,NA,GPL (>= 2),NA,no,3.5.2
mclust,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,5.4.2,NA,GPL (>= 2),NA,yes,3.5.1
mcmc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-5,NA,MIT + file LICENSE,NA,yes,3.5.0
MCMCpack,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4-4,NA,GPL-3,NA,yes,3.5.1
mda,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-10,NA,GPL-2,NA,yes,3.5.0
meifly,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3,NA,MIT + file LICENSE,NA,no,3.5.0
memoise,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.0,NA,MIT + file LICENSE,NA,no,3.5.0
merTools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.1,NA,GPL (>= 2),NA,no,3.5.0
mgcv,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.8-26,recommended,GPL (>= 2),NA,yes,3.5.0
mgsub,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5.0,NA,MIT + file LICENSE,NA,no,3.5.0
mi,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,GPL (>= 2),NA,no,3.5.0
mice,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.3.0,NA,GPL-2 | GPL-3,NA,yes,3.5.0
microbenchmark,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4-6,NA,BSD_2_clause + file LICENSE,NA,yes,3.5.1
mime,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6,NA,GPL,NA,yes,3.5.1
miniUI,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.1.1,NA,GPL-3,NA,no,3.5.0
minqa,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.4,NA,GPL-2,NA,yes,3.5.0
MInt,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,GPL-2,NA,no,3.5.0
misc3d,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8-4,NA,GPL,NA,NA,3.5.0
miscTools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6-22,NA,GPL (>= 2),NA,no,3.5.0
missDeaths,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.5,NA,GPL (>= 2),NA,yes,3.5.0
missForest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4,NA,GPL (>= 2),NA,no,3.5.0
MissingDataGUI,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2-5,NA,GPL (>= 2.0),NA,no,3.5.0
missMDA,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.13,NA,GPL (>= 2),NA,no,3.5.0
MissMech,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.2,NA,GPL (>= 2),NA,no,3.5.0
mitml,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3-6,NA,GPL (>= 2),NA,no,3.5.0
mitools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3,NA,GPL-2,NA,no,3.5.0
mixtools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.0,NA,GPL (>= 2),NA,yes,3.5.0
mlbench,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1-1,NA,GPL-2,NA,NA,3.5.0
MLmetrics,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.1,NA,GPL-2,NA,no,3.5.1
mnormt,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5-5,NA,GPL-2 | GPL-3,NA,yes,3.5.0
modeest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3.2,NA,GPL-3,NA,no,3.5.1
ModelMetrics,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.2,NA,GPL (>= 2),NA,yes,3.5.1
modelr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.2,NA,GPL-3,NA,no,3.5.0
modeltools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2-22,NA,GPL-2,NA,no,3.5.0
monkeylearn,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,GPL (>= 2),NA,no,3.5.0
mosaic,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.0,NA,GPL (>= 2),NA,no,3.5.1
mosaicCore,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.0,NA,GPL (>= 2),NA,no,3.5.0
mosaicData,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.17.0,NA,GPL (>= 2),NA,no,3.5.0
msm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.6.6,NA,GPL (>= 2),NA,yes,3.5.0
MTurkR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.0,NA,GPL-2,NA,no,3.5.0
MTurkRGUI,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.5,NA,GPL-2,NA,no,3.5.0
multcomp,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4-8,NA,GPL-2,NA,no,3.5.0
multcompView,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-7,NA,GPL,NA,no,3.5.2
multicool,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-10,NA,GPL-2,NA,yes,3.5.0
MuMIn,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.42.1,NA,GPL-2,NA,no,3.5.0
munsell,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.0,NA,MIT + file LICENSE,NA,no,3.5.0
mvbutils,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.8.232,NA,GPL (>= 2),NA,no,3.5.0
mvnormtest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-9,NA,GPL,NA,NA,3.5.2
mvtboost,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.0,NA,GPL (>= 2) | file LICENSE,NA,no,3.5.0
mvtnorm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-8,NA,GPL-2,NA,yes,3.5.0
naniar,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.1,NA,MIT + file LICENSE,NA,no,3.5.0
NbClust,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.0,NA,GPL-2,NA,no,3.5.0
NCmisc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.6,NA,GPL (>= 2),NA,no,3.5.1
ncvreg,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.11-0,NA,GPL-3,NA,yes,3.5.0
network,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.13.0.1,NA,GPL (>= 2),NA,yes,3.5.0
nFactors,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3.3,NA,GPL (>= 2),NA,NA,3.5.0
ngram,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.0.4,NA,BSD 2-clause License + file LICENSE,NA,yes,3.5.0
nleqslv,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.3.2,NA,GPL (>= 2),NA,yes,3.5.0
nlme,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.1-137,recommended,GPL (>= 2) | file LICENCE,NA,yes,3.5.0
nloptr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.1,NA,LGPL-3,NA,yes,3.5.1
NLP,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2-0,NA,GPL-3,NA,no,3.5.1
NMF,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.21.0,NA,GPL (>= 2),NA,yes,3.5.0
nnet,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,7.3-12,recommended,GPL-2 | GPL-3,NA,yes,3.5.0
nnls,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4,NA,GPL (>= 2),NA,NA,3.5.0
NoiseFiltersR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,GPL-3,NA,no,3.5.0
numDeriv,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2016.8-1,NA,GPL-2,NA,no,3.5.0
OceanView,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.4,NA,GPL (>= 3.0),NA,yes,3.5.0
odeintr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.7.1,NA,GPL (>= 2),NA,yes,3.5.0
officer,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.2,NA,GPL-3,NA,yes,3.5.0
oldbookdown,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1,NA,GPL-3,NA,NA,3.3.2
oompaBase,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.2.6,NA,Apache License (== 2.0),NA,no,3.5.2
openair,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.6-1,NA,GPL (>= 2),NA,yes,3.5.0
openNLP,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2-6,NA,GPL-3,NA,no,3.5.0
openNLPdata,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5.3-4,NA,GPL-3,NA,no,3.5.0
openssl,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1,NA,MIT + file LICENSE,NA,yes,3.5.1
OpenStreetMap,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.3,NA,GPL-2 | file LICENCE,NA,no,3.5.0
openxlsx,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.1.0,NA,MIT + file LICENSE,NA,yes,3.5.0
ordinal,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2018.8-25,NA,GPL (>= 2),NA,yes,3.5.1
oro.dicom,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.0,NA,BSD_3_clause + file LICENSE,NA,no,3.5.0
oro.nifti,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.1,NA,BSD_3_clause + file LICENSE,NA,no,3.5.0
outliers,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.14,NA,GPL (>= 2),NA,NA,3.5.0
packrat,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.0,NA,GPL-2,NA,no,3.5.1
pacman,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.0,NA,GPL-2,NA,no,3.5.1
paletteer,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,GPL-3,NA,no,3.5.2
palr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.6,NA,GPL-3,NA,no,3.5.2
pals,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5,NA,GPL-3,NA,no,3.5.2
pan,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.6,NA,GPL-3,NA,yes,3.5.0
pander,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.3,NA,AGPL-3 | file LICENSE,NA,yes,3.5.2
parsnip,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.1,NA,GPL-2,NA,no,3.5.1
party,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-1,NA,GPL-2,NA,yes,3.5.0
partykit,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-2,NA,GPL-2 | GPL-3,NA,yes,3.5.0
patchwork,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.1,NA,MIT + file LICENSE,NA,NA,3.5.0
pbapply,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-4,NA,GPL-2,NA,no,3.5.0
pbivnorm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.0,NA,GPL (>= 2),NA,yes,3.5.0
pbkrtest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-7,NA,GPL (>= 2),NA,no,3.5.0
PCAmixdata,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.1,NA,GPL (>= 2.0),NA,no,3.5.0
pcaPP,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.9-73,NA,GPL (>= 3),NA,yes,3.5.2
pdftools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0,NA,MIT + file LICENSE,NA,yes,3.5.1
pec,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2018.07.26,NA,GPL (>= 2),NA,yes,3.5.0
PerformanceAnalytics,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5.2,NA,GPL-2 | GPL-3,NA,yes,3.5.0
permute,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-4,NA,GPL-2,NA,no,3.5.0
pgmm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.3,NA,GPL (>= 2),NA,yes,3.5.0
pillar,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.1,NA,GPL-3,NA,no,3.5.0
pixmap,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-11,NA,GPL-2,NA,NA,3.5.0
pkgbuild,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.2,NA,GPL-3,NA,no,3.5.0
pkgconfig,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0.2,NA,MIT + file LICENSE,NA,no,3.5.0
pkgload,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.2,NA,GPL-3,NA,yes,3.5.0
pkgmaker,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.27,NA,GPL (>= 2),NA,no,3.5.0
PKI,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-5.1,NA,GPL-2 | GPL-3 | file LICENSE,NA,yes,3.5.0
plogr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,MIT + file LICENSE,NA,no,3.5.0
plot3D,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.1,NA,GPL (>= 3.0),NA,no,3.5.0
plot3Drgl,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,GPL (>= 3.0),NA,no,3.5.0
plotKML,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5-8,NA,GPL,NA,no,3.5.0
plotly,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.8.0,NA,MIT + file LICENSE,NA,no,3.5.1
plotrix,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.7-4,NA,GPL (>= 2),NA,no,3.5.0
pls,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.7-0,NA,GPL-2,NA,no,3.5.0
plumber,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.6,NA,MIT + file LICENSE,NA,no,3.5.0
plyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.8.4,NA,MIT + file LICENSE,NA,yes,3.5.0
PMCMR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.3,NA,GPL (>= 3),NA,no,3.5.2
PMCMRplus,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.1,NA,GPL (>= 3),NA,yes,3.5.2
png,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-7,NA,GPL-2 | GPL-3,NA,yes,3.5.0
polspline,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.13,NA,GPL (>= 2),NA,yes,3.5.0
polycor,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7-9,NA,GPL (>= 2),NA,no,3.5.0
PortfolioAnalytics,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.0,NA,GPL-2 | GPL-3,NA,yes,3.5.0
ppcor,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1,NA,GPL-2,NA,no,3.5.0
prabclus,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.2-6,NA,GPL,NA,no,3.5.0
praise,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.0,NA,MIT + file LICENSE,NA,no,3.5.0
prediction,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.6.1,NA,MIT + file LICENSE,NA,no,3.5.1
preprosim,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,GPL-2,NA,no,3.5.0
prettydoc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.1,NA,Apache License (>= 2.0),NA,no,3.5.0
prettyunits,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.2,NA,MIT + file LICENSE,NA,no,3.5.0
pROC,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.13.0,NA,GPL (>= 3),NA,yes,3.5.1
processx,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.2.1,NA,MIT + file LICENSE,NA,yes,3.5.1
prodlim,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2018.04.18,NA,GPL (>= 2),NA,yes,3.5.0
profileModel,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5-9,NA,GPL (>= 2),NA,no,3.5.0
profr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.3,NA,MIT + file LICENSE,NA,no,3.5.1
proftools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.99-2,NA,GPL,NA,no,3.5.0
profvis,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.5,NA,GPL-3 | file LICENSE,NA,yes,3.5.0
progress,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.0,NA,MIT + file LICENSE,NA,no,3.5.0
ProjectTemplate,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.2,NA,Artistic-2.0,NA,no,3.5.0
promises,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,MIT + file LICENSE,NA,yes,3.5.0
proto,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.0,NA,GPL-2,NA,no,3.5.0
protolite,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.8,NA,MIT + file LICENSE,NA,yes,3.5.0
proxy,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-22,NA,GPL-2,NA,yes,3.5.0
pryr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.4,NA,GPL-2,NA,yes,3.5.0
ps,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.0,NA,BSD_3_clause + file LICENSE,NA,yes,3.5.2
pscl,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5.2,NA,GPL-2,NA,yes,3.5.0
psych,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.8.10,NA,GPL (>= 2),NA,no,3.5.1
psycho,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.7,NA,MIT + file LICENSE,NA,no,3.5.0
purrr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.5,NA,GPL-3 | file LICENSE,NA,yes,3.5.0
purrrlyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.3,NA,GPL-3 | file LICENSE,NA,yes,3.5.2
pwr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-2,NA,GPL (>= 3),NA,no,3.5.0
qap,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-1,NA,GPL-3,NA,yes,3.5.0
qcc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.7,NA,GPL (>= 2),NA,no,3.5.0
qdap,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3.0,NA,GPL-2,NA,no,3.5.0
qdapDictionaries,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.7,NA,GPL-2,NA,no,3.5.0
qdapRegex,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.2,NA,GPL-2,NA,no,3.5.0
qdapTools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.3,NA,GPL-2,NA,no,3.5.0
qgraph,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5,NA,GPL-2,NA,yes,3.5.0
quadprog,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5-5,NA,GPL (>= 2),NA,yes,3.5.0
Quandl,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.9.1,NA,MIT + file LICENSE,NA,no,3.5.1
quanteda,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.14,NA,GPL-3,NA,yes,3.5.0
quantmod,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-13,NA,GPL-3,NA,no,3.5.0
quantreg,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,5.38,NA,GPL (>= 2),NA,yes,3.5.0
questionr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.0,NA,GPL (>= 2),NA,no,3.5.1
qvcalc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-1,NA,GPL-2 | GPL-3,NA,no,3.5.0
R.cache,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.13.0,NA,LGPL (>= 2.1),NA,no,3.5.0
R.methodsS3,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.7.1,NA,LGPL (>= 2.1),NA,no,3.5.0
R.oo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.22.0,NA,LGPL (>= 2.1),NA,no,3.5.0
R.rsp,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.43.0,NA,LGPL (>= 2.1),NA,no,3.5.1
R.utils,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.7.0,NA,LGPL (>= 2.1),NA,no,3.5.1
r2d3,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.3,NA,BSD_3_clause + file LICENSE,NA,no,3.5.2
R4CouchDB,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.5,NA,MIT + file LICENSE,NA,no,3.5.0
R6,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.3.0,NA,MIT + file LICENSE,NA,no,3.5.0
radarchart,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.1,NA,MIT + file LICENSE,NA,no,3.5.0
RandomFields,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.1.50,NA,GPL (>= 3),NA,yes,3.5.0
RandomFieldsUtils,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.25,NA,GPL (>= 3),NA,yes,3.5.0
randomForest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.6-14,NA,GPL (>= 2),NA,yes,3.5.0
ranger,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.10.1,NA,GPL-3,NA,yes,3.5.0
Rankcluster,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.94,NA,GPL (>= 2),NA,yes,3.5.0
RANN,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.6,NA,GPL (>= 3),NA,yes,3.5.0
rappdirs,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.1,NA,MIT + file LICENSE,NA,yes,3.5.0
raster,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.8-4,NA,GPL (>= 3),NA,yes,3.5.1
ratelimitr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.1,NA,MIT + file LICENSE,NA,no,3.5.0
rattle,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,5.2.0,NA,GPL (>= 2),NA,no,3.5.1
rbokeh,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.0,NA,MIT + file LICENSE,NA,no,3.5.0
Rcereal,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.1,NA,BSD_2_clause + file LICENSE,NA,no,3.5.0
rCharts,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.5,NA,MIT,NA,NA,3.2.1
